Sentence,Emotion
다른 프로리그에서의 기록은 인정안하면서 왜 경력은 포함시키는거지??,2
응원합니다!!!!!,3
사시미가 대단하네.,3
난 왜 영천에 살고 있을까?,0
맞지 않는게.아니고 니가 실력이 없어서 못 맞추는 것이지,1
노고에 감사드립니다,3
생활에 많은 도움이 됩니다,3
정작 힐러리를 무너뜨린건 백인 여성의 표인데;;,2
ㅡ 댓글 감사드려용,3
완전잼난다 ㅋㅋㅋ 아 집앞에 공원하나있어서좋네,3
제철소 협력업체에 일하는데 아시다시피 제철소안에 마스크끼고 귀마개까지 한상태서 크레인 망치소리 드릴소리 별의별소리다들으면서하는데요,1
"초딩 선생뇬들도 즐생,바생 이렇게 가르치던데 말다했지",0
 그보다 더큰진실이 무척궁금합니다,0
성급한 일반화의 오류,2
도둑놈~,0
비박 찬성자들은 토욜 광화문에 나와 찬성이라고 선포해서 차별화해라.,0
바람은겁나부네,2
차기 정권 저 관세청 담당자들 모조리 사법처리 해라,0
새벽부터 울화가 치밀어 오른다.,0
  항상 열심히 웃겨주셔서 감사합니다.,3
이거 하나보자고 올라가는 사람들이나 사기치는 놈들이나 다 똑같은거지,0
시즌1이 그립다..,1
 응원소리 크다는 소문이 있던데 호시오빠 진정해요 ㅋㅋ,3
집밥 열심히 보고 배우고 있습니다.빠이팅!,3
세월호 입에 올릴 자격도 없으니까 그냥 다물고 처벌 받으라고,0
친한지인 기사뜰듯~,2
속초는 지금 잔치집이랍니다,2
은지원 이재진 조합 완전 기대되네요ㅠㅠ,3
요즘 백선생 레시피를 보고 요리하는데 새삼 요리가 재밌고 즐겁습니다.,3
죄송합니다^^....,1
ㅋㅋㅋㅋㅋ짝수다 짝수!!,2
화가 나네요,0
슈퍼맨 샘 나올때.. 왠지 뭉클.. 예비맘들한테 마음으로 와 닿는ㅠㅠ 나도 아기랑 같이 울듯...,1
중국 공장도 중국춘절이라서 쉬네미세먼지 안오는거보니. 시발거,0
인간성이 이런사람이 어찌 일국의 수장자격이 있단 말이냐? 직위가 문제가 아니라 사람부터 되어야 된다!,0
구라청 덕분에 방콕,0
또 졸린건 언제 없어질까요?ㅠㅠ,1
호갱이들 주머니 털어서 전경유착 자금으로 쓰실려고 ?,0
그런 리스트를 작성 안하는거도 말이 안된다.,0
왜 내 의사 상관없이 맘대로 업데이트를 하고 난리람!!!!,0
그림만 그려놓으면 특허가능하다던 벌레들 어디갔냐?,0
독일어로 폭스 뜻 대중 바겐 뜻 차 대중차,2
"직업상 야근이 잦고, 너무 바빠서평일에는 제 개인시간이 1도 없습니다.",1
더 양아치인거는 계란 숨기고 판매하는거,0
 정말 고민이네요.0,1
따봉충들 ㅂㄷㅂㄷ하고 있겄네 ㅋㅋ,3
남자친구가 사랑한다 보고싶다란 말보다는하고싶다는 말을 자주해요..,3
이런 훈훈한 기사...,3
비 온다는데 하야해라,0
여름에도 엿맥이고 한번 더 가나보네 구라청,0
이기주의 개인주의 사고가 지배하는 세상의 귀결이네....,1
소송비가 더 나오지 않나여,2
친구(민간인)가 한명도 없어 많이 외롭습니다.,1
나도 이 병 걸렸었는데 안구돌출 심했음..,2
우리한테 3대0으로졌지^-^,3
여기다 댓글 쓰지들 마시고 전화 항의 하세요.,0
감사합니다 황두연 대표님 !ㅋ,3
김영삼이 살아있었음 전대갈에게 한마디했을텐데,0
 자꾸 눈에 띄고 그러네요 ㅠㅠ,1
악간 옷잘입고..,1
어제 그리 서울에 비안온다고 하시던 댓글 다 사라졌네욤 어제 충북 대전 쏟아붓는다고 이 구름전선이 수도권으로 올라갈거같다고 댓글 그리 달았는데 안들으시더니만 ㅠㅠ,1
광희님 진짜 착하고 성실하신것같아요,3
 휴가 2일이나 남았는데 생각하니 벌써부터 자꾸 눈물이 나네요,1
작년6위해는테 가능성보인다고 설레발치던 보살팬들,2
이래서 개룡남 만나면 안돼!!!,0
쭉쭉 올라라 구르미 파이팅,3
따끔한충고좀해주세요...,1
 얼마나많이 힘들었는지 밥생각도없었고요,1
정작 가장 강력한 노벨문학상 수상 후보 중 하나였던 응구기와 티옹오는 찬성하고 존중한다는 입장이네ㅋㅋㅋ,2
간편하고 빨리할수 있는 요리들을 알려주셔서항상 고맙습니다.,3
얼마면 되겠니? ㅠ,1
빅뱅은 월드스타라서 인기가요같은 무대가 이젠 어색하다,3
 좀더 신중할필요가 있다...,2
우버땜에 첨으로 벤츠타봄 ㅋㅋㅋ,3
대체 이 년의 행적은 어디가 끝이냐 ㅆㅣㅂ,0
매일.10명식 사망.ㅡ교통사고천국.!!!!!!!!!,1
잼있었어요,3
야스꾸니 신사에서 단체숙박하고 돌아올 땐 불질러라,0
저런 인간들과 같은 국민이라는 것이 챙피해~,2
자영압자 장사 안되서 모두 다 죽겨됐음,1
농심도 일본보내라,0
이재학 안그래도쫄보인데 너무기죽을듯ㅠㅠ,1
우리는 국민이? 일본은 국가가 사기집단이지~~,0
술 안 마시면 돌아버릴 거 같거든,1
너무 짜증나서 자살할라는 생각도 많이했어요~ㅜㅜ,1
 시중에 염색약은 안될거 같고 천연염색이면 머리염색을 해도될까요?,3
그 동안 수고하셨습니다..^^,3
결과와 관계없이..그저 멤버들이..즐겁고 행복하게 원없이 활동하는 모습..보고싶네요!!ㅎㅎ,3
"예전부터 보니, 저 백신 수급조절에 실패하고 마구 뿌려대는 듯.",0
차 안에서 하루종일 보내려니 힘드네요,1
 모두 다 처음이었어..,1
잘해준다며..,1
역시 최종보스이자 절대악은 우리 인간,1
유일한 박사가 그리 돈벌라고 시키디?,2
         온 국민이 연아양의 아름답고 멋진 연기를 바라보며    불황인 지금 현실에서 희망을 안아 봅니다.,3
고난이도액션 와이어 연기수준급이네......,3
정말최고다 와우!!,3
그리고 강하늘 고등학교 때 사진봐봐.,2
전 여친이 생각이 계속 나고 저를 이제사랑하지않는데요,1
벌써부터 꼴보기 싫어지는 이유가 뭐지 ;,0
순쉬리 그네 도널드 이 셋은 지꼴리는대로 한다 법의식 부재 하자인간,0
드뎌~완전 기대기대~^^,3
돈있으면 더 행복함,1
이왕 리콜한번했던거 노트7쓰는사람 계속쓰다가 노트8로바까주라...,2
친구들에게 남친 아이갖고 싶다니까 미쳤대요,1
일본... 절대 잊지 않겠다!!,0
이런기사 나오면 경찰의 부실수사가 아니냐는 비난을 면하기가 어렵다고 봐야지..,2
Battlefield 4가 현실화 되는건가,2
제가 하고싶었던걸 해주시니 가슴이 뻥 뚤리는 기분이네요,3
용감한시민상 솔선수범상줘야지,3
아니면 성형을 해야하나요ㅠ,1
어쩜 지금 침몰중인지도 몰라요,2
유치해 유치해 유치해,1
원룸을 번화가 한복판에 잡았는데 ㅠㅠ밤이면 맛있는 냄세도 나고 남녀쌍쌍 정다운데난 돈이 있어도 혼자라 방에서 ㅠㅠㅠ,1
소방관들의 노고에 감사를 표합니다.,3
아싸 슈요일 개이득 ㅎㅎ,3
일본은 한국을 길들이기를 원한다.,0
지난주 금요일밤 차였어요..,1
집회출석 앱 깔아주세요~,2
씨바..그냥 법원 없애라..,0
매일 요구하는 남친이 가끔 두렵기까지 해요.,1
그래. 목사님 잘 계시고?,2
무도에서 자신의 일에 진지하게 임하는 모습을 보여줘서 그런듯,3
 진짜 속상해서 혹시 노동부에 신고 가능할까요?,1
유승민 기캐 졸예ㅠㅠㅠㅠ♡,3
아 내일 시험인데 마음 심란해서 공부도 안되네요 ㅠㅠ,1
 식민지배만 당한 부끄러운 역사.,1
술은 어째 마시면 마실 수록 못 끊을까요...,1
안 사면 될 일.,1
기자들의 언플이 FA 선수들의 몸값을 더욱 상승시키고 있는것 같다.,3
대한민국 밥상문화의 일등공신 백주부님 고맙습니다.,3
 죄송합니다.,1
어느특정계절에만 이런게아니고 매일아프거요...,1
오늘 드디어!!! 홧팅!! 1위 꽃길 예약!!!젝키짱!!!,3
오늘 펜싱대박ㅠㅠㅜ,3
근데 차마 이혼하자는 말이 안나오네요...,1
"제발 판에다가 김치남,된장남 이런글좀 안올렸으면..;",0
맨유 7번이 궁금한사람 손들어 ㅎ,2
"연뱅하고 자빠졌네 하는짓이 똥누리당이랑 똑같냐, 사고만 터졌다하면 당면 바꿔서 박쥐처럼 기생하더니만.",0
 조금 더 자신감있는 컨셉을이젠 보여주실때가 온거 같에요.,3
박사님 감사합니다.,3
 원래 결혼하면 점점 힘들어지는거임?,1
내 땅에 내 역사다!!,2
 내 바닥까지 보여주며 끝인걸 확인하니..,1
"이렇게 변해가는 내가 이상한건지아니면 다들 이렇게 변해가는건지,",1
그냥 그날그날 대처하며 살테니 사직서 내시는게 욕안먹고 편히 살 길이네요,2
젝키 신곡 지붕킥하자!!!!!!!,3
여봐라!! 게 아무도 없느냐 ? 지금 석고대죄를 해도 시원치 않을 판에 버티기와 파렴치로 일관 하는 저 못된 쓰레기들을 저작거리에 내다 버려라!!,0
국가를 개호구로 보는거지,0
춥다고 따뜻하게 옷입은거 봐라...,0
70세가 적당하다.,2
진심 욕나오는 기상청 뭔가 휘둘리는기분,0
나이렇게 힘든데 그애는 sns보면 정말행복해보인다,1
지들끼리 뒤지던 사고나던 냅둬라 좀,2
설현이는 누구 닮았는데 하며 보니 유노윤호 닮은 듯,2
... 이모티콘인줄ㅋㅋㅋ,2
43석인데 손님 10석이상 안차요.,1
어떻게 하면 이런 생각이 없어질까요0,1
이른새벽 높이나는 새가 좋은 먹이감을 찾이하듯 발빠르게 움직이는 팀이 좋은 결과를 었는것 ... 다른 팀들은 포지션 겹치고. 몸값때문에... 접촉을 안했나?,0
좌약밖에기억안나요 미얀 ㅠ,1
아주 잘 보고 있습니다.,3
날이 더우면 태풍도 더 일어나야되는데 왜 안일어나는지 신기하네.,2
이런게 우리가 배워야할 가장 아름다운 참교육입니다,3
축하드립니다~ 인정할건 합시다,3
시크린가든 역린 연기력은 최고였지,3
이석기나 풀어줘라.,2
걍 사형시켜라 !!!!!,0
그렇게 힘들었는데 1년이나 지나고도 이런 생각이 가끔 드는게 정말 씁쓸합니다,1
유신시대 그리워하는 이들에게 유신시대수사방식 강추합니다,2
머리는 폼으로 달고 다니냐,0
유신의 잔재들 보고 배운게 이런 짓거리 뿐인가 보군.,0
갤7폭발하니 북김정은이가 핵폭벌실험하자나,0
칭찬하고 박수쳐줘야지요,3
태현아 아직도 안믿기지만 항상응원할게♡♡♡,3
ㅋㅋㅋㅋㅋㅋㅋ여자5%ㅋㅋㅋ,3
 상대를 내 기준에 맞추면 안되는거 아는데가끔 헷갈리네요..,1
예민한성격인지 참 돌겠네요0,1
이런 애들도 기자랍시고 월급 받겠지??,0
나의 우상 정지훈형님,3
모르면 가만있던지,0
엉엉 태희느님 이렇게 품절되시는구나ㅠㅜ,1
박근혜 머리 나빠서 유도질문하면 술술 말할듯,3
요즘 구르미 보는 재미로 산다,3
하 미치겠네요,1
다시한번 여러분들의 근심어린 걱정과 충고에 너무 감사드립니다.,3
근거가 없는 공허한 외침 작렬이네,2
장예원 아나운서님에게 생일 진심으로 축하드립니다.,3
너무 소외감들고 제가 잘못살고있나십고 이렇게 살아야하나라는생각도드네요,1
국대오면 쎈척 리그가면 쥐죽은 양ㅅㄲ ㅋㅋㅋㅋㅋㅋㅋㅋ 누구? 네다흥,0
 마니 창피했습니다,1
미친 쪽빠리들 ㅡㅡㅡㅡㅡㅡ꺼져,0
오지마라 해라. 싸가지 없는 놈들 대사관 비우고 다 철수시켜라.,0
 해견구조자 45명.,3
엣지는 괜찮게 나온고 같은ㄷ,2
너무더워ㅠㅠ 에어컨키면춥고 끄면덥고...,1
 칼들이대고 강매한 것도 아니고.,0
정말 오랜만에 꿈에 온 너...,3
윤선아 잘했다 ! ㅋㅋㅋㅋ,3
니들20들은 취업위해 뭘하는데 5060탓으로 책임회피질이냐?,0
강원도 인제 1500원인데 이제는 갈일 없지만,2
늘씬해서 뒷태만 보고 남자들이쫓아올 정도로 몸매를 관리하랰.,1
일본 야후 들어가봤는데 국내(일본) 뉴스보다 한국 뉴스가 더 많았음,2
기추야 너말이야 세평이 넘 안조으닥,0
 왜 아이돌을 10대에 데뷔시키는지.,1
몇일안됫는데 남친이 관계를 하자고 합니다...,1
탄핵인용 황교안 퇴진,0
그냥 관심도의 차이 아닐까 하는데.. 남자들은 컴퓨터 부품 살려고 하면 스펙이라던가 가격이라든가 엄청 따지고 사는데.. 자동차도 그렇고.,2
둘다 안마를 좋아하나,2
 애들만 어릴 뿐하는 거랑 같은 거잖아요.,1
광화문이나 영동대로 막고 통행료나 좀 받아야겠다,0
아아악 미치겠어요,1
끊기가 힘들지,1
10센치로 잘라서 900개로 만들어야되겠다,2
이휘재는 뭐했다고 대상 후보였던거임?,2
널 보면 항상 달려가서 안기는 나였는데...,1
그냥 자기들 입맛 대로 요금제 만들고 약관 만드는게 이통사들임!,2
ㅋㅋㅋ 전세계 웃음거리 한국 대통령,3
 이번 아이스쇼에 갔었어요!!!,3
나오늘 짤렸다....,1
창피스럽다.,1
아 진짜 안전 불감증 큰일이구나..ㅠㅠ,1
잘한다 특검!!!!!!,3
대한국민 만세,3
자기 마음대로 해석이네,2
 게속 울어요ㅠ ㅠ,1
제습기 틀면 뽀송해진다.,3
사실이라면 당신은 진정 이 시대에 악마 입니다,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이참에변기청소싹해라,3
당장 때려치우고..,0
마케팅 윗대가리 짜르라고 좀,0
대한항공은 그냥 경영진만 정상인으로 바뀌면 해결될 회사고 아시아나는 그냥 해체해야될 정도로 썩어빠졌음,0
너에게 어울리는 사람이 아냐나는 니가 아는 그런 사람이 아냐난 나쁜남자야 난 나쁜남자야,1
저러다 좀비개 나오는거 아닌가??,2
백구가 무더위에 지쳤어요 비와야해요!!!꼭,3
술마시면 집으로 인계되는 좋은나라 개한민국,2
 널 만나면서 수도 없이 흘린 내 눈물 이젠 더 나올 눈물도 없다,1
우리가 남걱정할때냨ㅋㅋㅋㅋㅋㅋㅋ,2
오전에 말 할 수 없는 딴짓을 한거네.,2
 어찌보면 꿈 찾아서 부럽기도 하고..,1
지금면허딴사람도 시험치게해서 재시험보자,2
"시즌동안 최선을 다하는 멋진모습 보여주셔서감사하구요,",3
  정말 정말 연아양 자랑스럽습니다.,3
부승관 오빠 ㅠㅠ,3
근혜누나 파이팅!!,0
여자들은 넘 귀여운거 같애 ㅎㅎ,3
너무도착하고 천사같은 박보검 화이팅,3
민주당 친문 들도 만만치않은놈들인데 얘들은 어케될려나,2
쥐색히 ㅡㅡ난파선 되니 먼저 뛰내리는구나ㅡ이제 책임져야지ㅡ 가자ㅡ큰집으로,0
 제일 멋있어ㅠㅜ,3
 진짜 왠만한 명작영화 뺨때링정도의 작품성과 재미가 보장됨.,2
우리나라 제품은 가격이 너무 초초초프리미엄이야..,1
미리 비옷 챙겨놔야겠다,2
아 망치로 패고 싶다. 목적어 없음,0
와 투수 정말 잘하더라..,3
 마지막은 늘 아쉽고 또 아쉽다.,1
둘다 무기징역아니면 납득못한다,0
 순신이 없었으면 어떡할 뻔했어.,3
박근혜 비슷한 경찰이닷!,0
 개빡치네,0
시리아 상대로 승점 1점 밖억 못 챙기는건가 이제는...,0
턱 집어넣어라 좋은말 할 때,0
경찰분도 많이 안다치셔서 다행이시고...,3
여자나이 서른 전에 시집...나이가 깡패인것이 맞나요ㅠ,1
2년 반동안 암 것도 안 했어요...,1
일본꺼 따라하지마. . . . .,0
발포 명령자를 반드시 잡아야 한다,2
 국내정치안했다고 세계에서 정치하는분을 까네,0
그냥 미안하다는데 뭐라고 말도 못하겠고...= _=나 이제 어디서 일한다니...,1
권력울 이용해서 다해 먹을려고 했구나,0
아직 TV중계와 사진만  봤지만..넘 예뻤어요,3
대통령을 잘 못 뽑아놨더니 이나라가 망해가는거 같네요..,0
아ㅠㅠㅠㅠㅠㅠㅠㅠ대체왜내가감격하는거집....,3
